frontend_question_id,question__title,question__title_slug,difficulty,paid_only
2787,Ways to Express an Integer as Sum of Powers,ways-to-express-an-integer-as-sum-of-powers,2,False
2788,Split Strings by Separator,split-strings-by-separator,1,False
2737,Find the Closest Marked Node,find-the-closest-marked-node,2,True
2911,Minimum Changes to Make K Semi-palindromes,minimum-changes-to-make-k-semi-palindromes,3,False
2772,Apply Operations to Make All Array Elements Equal to Zero,apply-operations-to-make-all-array-elements-equal-to-zero,2,False
2800,Shortest String That Contains Three Strings,shortest-string-that-contains-three-strings,2,False
2798,Number of Employees Who Met the Target,number-of-employees-who-met-the-target,1,False
2728,Count Houses in a Circular Street,count-houses-in-a-circular-street,1,True
2761,Prime Pairs With Target Sum,prime-pairs-with-target-sum,2,False
2789,Largest Element in an Array after Merge Operations,largest-element-in-an-array-after-merge-operations,2,False
2816,Double a Number Represented as a Linked List,double-a-number-represented-as-a-linked-list,2,False
2765,Longest Alternating Subarray,longest-alternating-subarray,1,False
2771,Longest Non-decreasing Subarray From Two Arrays,longest-non-decreasing-subarray-from-two-arrays,2,False
2762,Continuous Subarrays,continuous-subarrays,2,False
2750,Ways to Split Array Into Good Subarrays,ways-to-split-array-into-good-subarrays,2,False
2760,Longest Even Odd Subarray With Threshold,longest-even-odd-subarray-with-threshold,1,False
2714,Find Shortest Path with K Hops,find-shortest-path-with-k-hops,3,True
2739,Total Distance Traveled,total-distance-traveled,1,False
2799,Count Complete Subarrays in an Array,count-complete-subarrays-in-an-array,2,False
2770,Maximum Number of Jumps to Reach the Last Index,maximum-number-of-jumps-to-reach-the-last-index,2,False
2746,Decremental String Concatenation,decremental-string-concatenation,2,False
2745,Construct the Longest New String,construct-the-longest-new-string,2,False
2763,Sum of Imbalance Numbers of All Subarrays,sum-of-imbalance-numbers-of-all-subarrays,3,False
2741,Special Permutations,special-permutations,2,False
2744,Find Maximum Number of String Pairs,find-maximum-number-of-string-pairs,1,False
2751,Robot Collisions,robot-collisions,3,False
2740,Find the Value of the Partition,find-the-value-of-the-partition,2,False
2778,Sum of Squares of Special Elements ,sum-of-squares-of-special-elements,1,False
2689,Extract Kth Character From The Rope Tree,extract-kth-character-from-the-rope-tree,1,True
2736,Maximum Sum Queries,maximum-sum-queries,3,False
2718,Sum of Matrix After Queries,sum-of-matrix-after-queries,2,False
2749,Minimum Operations to Make the Integer Zero,minimum-operations-to-make-the-integer-zero,2,False
2733,Neither Minimum nor Maximum,neither-minimum-nor-maximum,1,False
2674,Split a Circular Linked List,split-a-circular-linked-list,2,True
2766,Relocate Marbles,relocate-marbles,2,False
2747,Count Zero Request Servers,count-zero-request-servers,2,False
2831,Find the Longest Equal Subarray,find-the-longest-equal-subarray,2,False
2748,Number of Beautiful Pairs,number-of-beautiful-pairs,1,False
2734,Lexicographically Smallest String After Substring Operation,lexicographically-smallest-string-after-substring-operation,2,False
2709,Greatest Common Divisor Traversal,greatest-common-divisor-traversal,3,False
2732,Find a Good Subset of the Matrix,find-a-good-subset-of-the-matrix,3,False
2716,Minimize String Length,minimize-string-length,1,False
2729,Check if The Number is Fascinating,check-if-the-number-is-fascinating,1,False
2664,The Knight’s Tour,the-knights-tour,2,True
2710,Remove Trailing Zeros From a String,remove-trailing-zeros-from-a-string,1,False
2713,Maximum Strictly Increasing Cells in a Matrix,maximum-strictly-increasing-cells-in-a-matrix,3,False
2712,Minimum Cost to Make All Characters Equal,minimum-cost-to-make-all-characters-equal,2,False
2697,Lexicographically Smallest Palindrome,lexicographically-smallest-palindrome,1,False
2655,Find Maximal Uncovered Ranges,find-maximal-uncovered-ranges,2,True
2769,Find the Maximum Achievable Number,find-the-maximum-achievable-number,1,False
2829,Determine the Minimum Sum of a k-avoiding Array,determine-the-minimum-sum-of-a-k-avoiding-array,2,False
2735,Collecting Chocolates,collecting-chocolates,2,False
2742,Painting the Walls,painting-the-walls,3,False
2699,Modify Graph Edge Weights,modify-graph-edge-weights,3,False
2698,Find the Punishment Number of an Integer,find-the-punishment-number-of-an-integer,2,False
2711,Difference of Number of Distinct Values on Diagonals,difference-of-number-of-distinct-values-on-diagonals,2,False
2696,Minimum String Length After Removing Substrings,minimum-string-length-after-removing-substrings,1,False
2684,Maximum Number of Moves in a Grid,maximum-number-of-moves-in-a-grid,2,False
2685,Count the Number of Complete Components,count-the-number-of-complete-components,2,False
2683,Neighboring Bitwise XOR,neighboring-bitwise-xor,2,False
2682,Find the Losers of the Circular Game,find-the-losers-of-the-circular-game,1,False
2731,Movement of Robots,movement-of-robots,2,False
2730,Find the Longest Semi-Repetitive Substring,find-the-longest-semi-repetitive-substring,2,False
2717,Semi-Ordered Permutation,semi-ordered-permutation,1,False
2681,Power of Heroes,power-of-heroes,3,False
2673,Make Costs of Paths Equal in a Binary Tree,make-costs-of-paths-equal-in-a-binary-tree,2,False
2672,Number of Adjacent Elements With the Same Color,number-of-adjacent-elements-with-the-same-color,2,False
2671,Frequency Tracker,frequency-tracker,2,False
2670,Find the Distinct Difference Array,find-the-distinct-difference-array,1,False
2656,Maximum Sum With Exactly K Elements ,maximum-sum-with-exactly-k-elements,1,False
2657,Find the Prefix Common Array of Two Arrays,find-the-prefix-common-array-of-two-arrays,2,False
2659,Make Array Empty,make-array-empty,3,False
2658,Maximum Number of Fish in a Grid,maximum-number-of-fish-in-a-grid,2,False
2719,Count of Integers,count-of-integers,3,False
2706,Buy Two Chocolates,buy-two-chocolates,1,False
2707,Extra Characters in a String,extra-characters-in-a-string,2,False
2708,Maximum Strength of a Group,maximum-strength-of-a-group,2,False
2654,Minimum Number of Operations to Make All Array Elements Equal to 1,minimum-number-of-operations-to-make-all-array-elements-equal-to-1,2,False
2652,Sum Multiples,sum-multiples,1,False
2653,Sliding Subarray Beauty,sliding-subarray-beauty,2,False
2651,Calculate Delayed Arrival Time,calculate-delayed-arrival-time,1,False
2646,Minimize the Total Price of the Trips,minimize-the-total-price-of-the-trips,3,False
2638,Count the Number of K-Free Subsets,count-the-number-of-k-free-subsets,2,True
2643,Row With Maximum Ones,row-with-maximum-ones,1,False
2645,Minimum Additions to Make Valid String,minimum-additions-to-make-valid-string,2,False
2680,Maximum OR,maximum-or,2,False
2702,Minimum Operations to Make Numbers Non-positive,minimum-operations-to-make-numbers-non-positive,3,True
2679,Sum in a Matrix,sum-in-a-matrix,2,False
2678,Number of Senior Citizens,number-of-senior-citizens,1,False
2612,Minimum Reverse Operations,minimum-reverse-operations,3,False
2611,Mice and Cheese,mice-and-cheese,2,False
2610,Convert an Array Into a 2D Array With Conditions,convert-an-array-into-a-2d-array-with-conditions,2,False
2609,Find the Longest Balanced Substring of a Binary String,find-the-longest-balanced-substring-of-a-binary-string,1,False
2614,Prime In Diagonal,prime-in-diagonal,1,False
2615,Sum of Distances,sum-of-distances,2,False
2616,Minimize the Maximum Difference of Pairs,minimize-the-maximum-difference-of-pairs,2,False
2613,Beautiful Pairs,beautiful-pairs,3,True
2602,Minimum Operations to Make All Array Elements Equal,minimum-operations-to-make-all-array-elements-equal,2,False
2603,Collect Coins in a Tree,collect-coins-in-a-tree,3,False
2601,Prime Subtraction Operation,prime-subtraction-operation,2,False
2600,K Items With the Maximum Sum,k-items-with-the-maximum-sum,1,False
2574,Left and Right Sum Differences,left-and-right-sum-differences,1,False
2575,Find the Divisibility Array of a String,find-the-divisibility-array-of-a-string,2,False
2576,Find the Maximum Number of Marked Indices,find-the-maximum-number-of-marked-indices,2,False
2577,Minimum Time to Visit a Cell In a Grid,minimum-time-to-visit-a-cell-in-a-grid,3,False
2571,Minimum Operations to Reduce an Integer to 0,minimum-operations-to-reduce-an-integer-to-0,2,False
2572,Count the Number of Square-Free Subsets,count-the-number-of-square-free-subsets,2,False
2573,Find the String with LCP,find-the-string-with-lcp,3,False
2570,Merge Two 2D Arrays by Summing Values,merge-two-2d-arrays-by-summing-values,1,False
2567,Minimum Score by Changing Two Elements,minimum-score-by-changing-two-elements,2,False
2568,Minimum Impossible OR,minimum-impossible-or,2,False
2566,Maximum Difference by Remapping a Digit,maximum-difference-by-remapping-a-digit,1,False
2569,Handling Sum Queries After Update,handling-sum-queries-after-update,3,False
2557,Maximum Number of Integers to Choose From a Range II,maximum-number-of-integers-to-choose-from-a-range-ii,2,True
2565,Subsequence With the Minimum Score,subsequence-with-the-minimum-score,3,False
2564,Substring XOR Queries,substring-xor-queries,2,False
2563,Count the Number of Fair Pairs,count-the-number-of-fair-pairs,2,False
2562,Find the Array Concatenation Value,find-the-array-concatenation-value,1,False
2617,Minimum Number of Visited Cells in a Grid,minimum-number-of-visited-cells-in-a-grid,3,False
2597,The Number of Beautiful Subsets,the-number-of-beautiful-subsets,2,False
2593,Find Score of an Array After Marking All Elements,find-score-of-an-array-after-marking-all-elements,2,False
2644,Find the Maximum Divisibility Score,find-the-maximum-divisibility-score,1,False
2548,Maximum Price to Fill a Bag,maximum-price-to-fill-a-bag,2,True
2558,Take Gifts From the Richest Pile,take-gifts-from-the-richest-pile,1,False
2559,Count Vowel Strings in Ranges,count-vowel-strings-in-ranges,2,False
2560,House Robber IV,house-robber-iv,2,False
2561,Rearranging Fruits,rearranging-fruits,3,False
2590,Design a Todo List,design-a-todo-list,2,True
2663,Lexicographically Smallest Beautiful String,lexicographically-smallest-beautiful-string,3,False
2662,Minimum Cost of a Path With Special Roads,minimum-cost-of-a-path-with-special-roads,2,False
2661,First Completely Painted Row or Column,first-completely-painted-row-or-column,2,False
2660,Determine the Winner of a Bowling Game,determine-the-winner-of-a-bowling-game,1,False
2539,Count the Number of Good Subsequences,count-the-number-of-good-subsequences,2,True
2552,Count Increasing Quadruplets,count-increasing-quadruplets,3,False
2551,Put Marbles in Bags,put-marbles-in-bags,3,False
2550,Count Collisions of Monkeys on a Polygon,count-collisions-of-monkeys-on-a-polygon,2,False
2549,Count Distinct Numbers on Board,count-distinct-numbers-on-board,1,False
2642,Design Graph With Shortest Path Calculator,design-graph-with-shortest-path-calculator,3,False
2641,Cousins in Binary Tree II,cousins-in-binary-tree-ii,2,False
2640,Find the Score of All Prefixes of an Array,find-the-score-of-all-prefixes-of-an-array,2,False
2639,Find the Width of Columns of a Grid,find-the-width-of-columns-of-a-grid,1,False
2599,Make the Prefix Sum Non-negative,make-the-prefix-sum-non-negative,2,True
2555,Maximize Win From Two Segments,maximize-win-from-two-segments,2,False
2533,Number of Good Binary Strings,number-of-good-binary-strings,2,True
2608,Shortest Cycle in a Graph,shortest-cycle-in-a-graph,3,False
2607,Make K-Subarray Sums Equal,make-k-subarray-sums-equal,2,False
2606,Find the Substring With Maximum Cost,find-the-substring-with-maximum-cost,2,False
2605,Form Smallest Number From Two Digit Arrays,form-smallest-number-from-two-digit-arrays,1,False
2524,Maximum Frequency Score of a Subarray,maximum-frequency-score-of-a-subarray,3,True
2604,Minimum Time to Eat All Grains,minimum-time-to-eat-all-grains,3,True
2594,Minimum Time to Repair Cars,minimum-time-to-repair-cars,2,False
2592,Maximize Greatness of an Array,maximize-greatness-of-an-array,2,False
2591,Distribute Money to Maximum Children,distribute-money-to-maximum-children,1,False
2596,Check Knight Tour Configuration,check-knight-tour-configuration,2,False
2598,Smallest Missing Non-negative Integer After Operations,smallest-missing-non-negative-integer-after-operations,2,False
2595,Number of Even and Odd Bits,number-of-even-and-odd-bits,1,False
2519,Count the Number of K-Big Indices,count-the-number-of-k-big-indices,3,True
2589,Minimum Time to Complete All Tasks,minimum-time-to-complete-all-tasks,3,False
2588,Count the Number of Beautiful Subarrays,count-the-number-of-beautiful-subarrays,2,False
2587,Rearrange Array to Maximize Prefix Score,rearrange-array-to-maximize-prefix-score,2,False
2586,Count the Number of Vowel Strings in Range,count-the-number-of-vowel-strings-in-range,1,False
2510,Check if There is a Path With Equal Number of 0's And 1's,check-if-there-is-a-path-with-equal-number-of-0s-and-1s,2,True
2581,Count Number of Possible Root Nodes,count-number-of-possible-root-nodes,3,False
2580,Count Ways to Group Overlapping Ranges,count-ways-to-group-overlapping-ranges,2,False
2578,Split With Minimum Sum,split-with-minimum-sum,1,False
2579,Count Total Number of Colored Cells,count-total-number-of-colored-cells,2,False
2585,Number of Ways to Earn Points,number-of-ways-to-earn-points,3,False
2584,Split the Array to Make Coprime Products,split-the-array-to-make-coprime-products,3,False
2583,Kth Largest Sum in a Binary Tree,kth-largest-sum-in-a-binary-tree,2,False
2582,Pass the Pillow,pass-the-pillow,1,False
2505,Bitwise OR of All Subsequence Sums,bitwise-or-of-all-subsequence-sums,2,True
2532,Time to Cross a Bridge,time-to-cross-a-bridge,3,False
2556,Disconnect Path in a Binary Matrix by at Most One Flip,disconnect-path-in-a-binary-matrix-by-at-most-one-flip,2,False
2554,Maximum Number of Integers to Choose From a Range I,maximum-number-of-integers-to-choose-from-a-range-i,2,False
2553,Separate the Digits in an Array,separate-the-digits-in-an-array,1,False
2495,Number of Subarrays Having Even Product,number-of-subarrays-having-even-product,2,True
2542,Maximum Subsequence Score,maximum-subsequence-score,2,False
2543,Check if Point Is Reachable,check-if-point-is-reachable,3,False
2540,Minimum Common Value,minimum-common-value,1,False
2547,Minimum Cost to Split an Array,minimum-cost-to-split-an-array,3,False
2546,Apply Bitwise Operations to Make Strings Equal,apply-bitwise-operations-to-make-strings-equal,2,False
2545,Sort the Students by Their Kth Score,sort-the-students-by-their-kth-score,2,False
2544,Alternating Digit Sum,alternating-digit-sum,1,False
2489,Number of Substrings With Fixed Ratio,number-of-substrings-with-fixed-ratio,2,True
2513,Minimize the Maximum of Two Arrays,minimize-the-maximum-of-two-arrays,2,False
2538,Difference Between Maximum and Minimum Price Sum,difference-between-maximum-and-minimum-price-sum,3,False
2537,Count the Number of Good Subarrays,count-the-number-of-good-subarrays,2,False
2536,Increment Submatrices by One,increment-submatrices-by-one,2,False
2535,Difference Between Element Sum and Digit Sum of an Array,difference-between-element-sum-and-digit-sum-of-an-array,1,False
2479,Maximum XOR of Two Non-Overlapping Subtrees,maximum-xor-of-two-non-overlapping-subtrees,3,True
2527,Find Xor-Beauty of Array,find-xor-beauty-of-array,2,False
2526,Find Consecutive Integers from a Data Stream,find-consecutive-integers-from-a-data-stream,2,False
2525,Categorize Box According to Criteria,categorize-box-according-to-criteria,1,False
2528,Maximize the Minimum Powered City,maximize-the-minimum-powered-city,3,False
2534,Time Taken to Cross the Door,time-taken-to-cross-the-door,3,True
2530,Maximal Score After Applying K Operations,maximal-score-after-applying-k-operations,2,False
2531,Make Number of Distinct Characters Equal,make-number-of-distinct-characters-equal,2,False
2529,Maximum Count of Positive Integer and Negative Integer,maximum-count-of-positive-integer-and-negative-integer,1,False
2473,Minimum Cost to Buy Apples,minimum-cost-to-buy-apples,2,True
2523,Closest Prime Numbers in Range,closest-prime-numbers-in-range,2,False
2521,Distinct Prime Factors of Product of Array,distinct-prime-factors-of-product-of-array,2,False
2520,Count the Digits That Divide a Number,count-the-digits-that-divide-a-number,1,False
2464,Minimum Subarrays in a Valid Split,minimum-subarrays-in-a-valid-split,2,True
2482,Difference Between Ones and Zeros in Row and Column,difference-between-ones-and-zeros-in-row-and-column,2,False
2514,Count Anagrams,count-anagrams,3,False
2541,Minimum Operations to Make Array Equal II,minimum-operations-to-make-array-equal-ii,2,False
2512,Reward Top K Students,reward-top-k-students,2,False
2511,Maximum Enemy Forts That Can Be Captured,maximum-enemy-forts-that-can-be-captured,1,False
2518,Number of Great Partitions,number-of-great-partitions,3,False
2517,Maximum Tastiness of Candy Basket,maximum-tastiness-of-candy-basket,2,False
2516,Take K of Each Character From Left and Right,take-k-of-each-character-from-left-and-right,2,False
2515,Shortest Distance to Target String in a Circular Array,shortest-distance-to-target-string-in-a-circular-array,1,False
2509,Cycle Length Queries in a Tree,cycle-length-queries-in-a-tree,3,False
2508,Add Edges to Make Degrees of All Nodes Even,add-edges-to-make-degrees-of-all-nodes-even,3,False
2507,Smallest Value After Replacing With Sum of Prime Factors,smallest-value-after-replacing-with-sum-of-prime-factors,2,False
2506,Count Pairs Of Similar Strings,count-pairs-of-similar-strings,1,False
2450,Number of Distinct Binary Strings After Applying Operations,number-of-distinct-binary-strings-after-applying-operations,2,True
2499,Minimum Total Cost to Make Arrays Unequal,minimum-total-cost-to-make-arrays-unequal,3,False
2498,Frog Jump II,frog-jump-ii,2,False
2497,Maximum Star Sum of a Graph,maximum-star-sum-of-a-graph,2,False
2496,Maximum Value of a String in an Array,maximum-value-of-a-string-in-an-array,1,False
2503,Maximum Number of Points From Grid Queries,maximum-number-of-points-from-grid-queries,3,False
2502,Design Memory Allocator,design-memory-allocator,2,False
2501,Longest Square Streak in an Array,longest-square-streak-in-an-array,2,False
2500,Delete Greatest Value in Each Row,delete-greatest-value-in-each-row,1,False
2445,Number of Nodes With Value One,number-of-nodes-with-value-one,2,True
2493,Divide Nodes Into the Maximum Number of Groups,divide-nodes-into-the-maximum-number-of-groups,3,False
2492,Minimum Score of a Path Between Two Cities,minimum-score-of-a-path-between-two-cities,2,False
2491,Divide Players Into Teams of Equal Skill,divide-players-into-teams-of-equal-skill,2,False
2490,Circular Sentence,circular-sentence,1,False
2436,Minimum Split Into Subarrays With GCD Greater Than One,minimum-split-into-subarrays-with-gcd-greater-than-one,2,True
2484,Count Palindromic Subsequences,count-palindromic-subsequences,3,False
2483,Minimum Penalty for a Shop,minimum-penalty-for-a-shop,2,False
2481,Minimum Cuts to Divide a Circle,minimum-cuts-to-divide-a-circle,1,False
2488,Count Subarrays With Median K,count-subarrays-with-median-k,3,False
2487,Remove Nodes From Linked List,remove-nodes-from-linked-list,2,False
2486,Append Characters to String to Make Subsequence,append-characters-to-string-to-make-subsequence,2,False
2485,Find the Pivot Integer,find-the-pivot-integer,1,False
2431,Maximize Total Tastiness of Purchased Fruits,maximize-total-tastiness-of-purchased-fruits,2,True
2478,Number of Beautiful Partitions,number-of-beautiful-partitions,3,False
2477,Minimum Fuel Cost to Report to the Capital,minimum-fuel-cost-to-report-to-the-capital,2,False
2476,Closest Nodes Queries in a Binary Search Tree,closest-nodes-queries-in-a-binary-search-tree,2,False
2475,Number of Unequal Triplets in Array,number-of-unequal-triplets-in-array,1,False
2422,Merge Operations to Turn Array Into a Palindrome,merge-operations-to-turn-array-into-a-palindrome,2,True
2467,Most Profitable Path in a Tree,most-profitable-path-in-a-tree,2,False
2468,Split Message Based on Limit,split-message-based-on-limit,3,False
2466,Count Ways To Build Good Strings,count-ways-to-build-good-strings,2,False
2465,Number of Distinct Averages,number-of-distinct-averages,1,False
2417,Closest Fair Integer,closest-fair-integer,2,True
2472,Maximum Number of Non-overlapping Palindrome Substrings,maximum-number-of-non-overlapping-palindrome-substrings,3,False
2471,Minimum Number of Operations to Sort a Binary Tree by Level,minimum-number-of-operations-to-sort-a-binary-tree-by-level,2,False
2470,Number of Subarrays With LCM Equal to K,number-of-subarrays-with-lcm-equal-to-k,2,False
2469,Convert the Temperature,convert-the-temperature,1,False
2408,Design SQL,design-sql,2,True
2463,Minimum Total Distance Traveled,minimum-total-distance-traveled,3,False
2462,Total Cost to Hire K Workers,total-cost-to-hire-k-workers,2,False
2461,Maximum Sum of Distinct Subarrays With Length K,maximum-sum-of-distinct-subarrays-with-length-k,2,False
2460,Apply Operations to an Array,apply-operations-to-an-array,1,False
2452,Words Within Two Edits of Dictionary,words-within-two-edits-of-dictionary,2,False
2454,Next Greater Element IV,next-greater-element-iv,3,False
2453,Destroy Sequential Targets,destroy-sequential-targets,2,False
2451,Odd String Difference,odd-string-difference,1,False
2447,Number of Subarrays With GCD Equal to K,number-of-subarrays-with-gcd-equal-to-k,2,False
2458,Height of Binary Tree After Subtree Removal Queries,height-of-binary-tree-after-subtree-removal-queries,3,False
2457,Minimum Addition to Make Integer Beautiful,minimum-addition-to-make-integer-beautiful,2,False
2456,Most Popular Video Creator,most-popular-video-creator,2,False
2455,Average Value of Even Numbers That Are Divisible by Three,average-value-of-even-numbers-that-are-divisible-by-three,1,False
2443,Sum of Number and Its Reverse,sum-of-number-and-its-reverse,2,False
2647,Color the Triangle Red,color-the-triangle-red,3,True
2449,Minimum Number of Operations to Make Arrays Similar,minimum-number-of-operations-to-make-arrays-similar,3,False
2448,Minimum Cost to Make Array Equal,minimum-cost-to-make-array-equal,3,False
2403,Minimum Time to Kill All Monsters,minimum-time-to-kill-all-monsters,3,True
2446,Determine if Two Events Have Conflict,determine-if-two-events-have-conflict,1,False
2393,Count Strictly Increasing Subarrays,count-strictly-increasing-subarrays,2,True
2425,Bitwise XOR of All Pairings,bitwise-xor-of-all-pairings,2,False
2423,Remove Letter To Equalize Frequency,remove-letter-to-equalize-frequency,1,False
2440,Create Components With Same Value,create-components-with-same-value,3,False
2439,Minimize Maximum of Array,minimize-maximum-of-array,2,False
2438,Range Product Queries of Powers,range-product-queries-of-powers,2,False
2437,Number of Valid Clock Times,number-of-valid-clock-times,1,False
2444,Count Subarrays With Fixed Bounds,count-subarrays-with-fixed-bounds,3,False
2407,Longest Increasing Subsequence II,longest-increasing-subsequence-ii,3,False
2442,Count Number of Distinct Integers After Reverse Operations,count-number-of-distinct-integers-after-reverse-operations,2,False
2441,Largest Positive Integer That Exists With Its Negative,largest-positive-integer-that-exists-with-its-negative,1,False
2387,Median of a Row Wise Sorted Matrix,median-of-a-row-wise-sorted-matrix,2,True
2435,Paths in Matrix Whose Sum Is Divisible by K,paths-in-matrix-whose-sum-is-divisible-by-k,3,False
2434,Using a Robot to Print the Lexicographically Smallest String,using-a-robot-to-print-the-lexicographically-smallest-string,2,False
2433,Find The Original Array of Prefix Xor,find-the-original-array-of-prefix-xor,2,False
2432,The Employee That Worked on the Longest Task,the-employee-that-worked-on-the-longest-task,1,False
2378,Choose Edges to Maximize Score in a Tree,choose-edges-to-maximize-score-in-a-tree,2,True
2426,Number of Pairs Satisfying Inequality,number-of-pairs-satisfying-inequality,3,False
2424,Longest Uploaded Prefix,longest-uploaded-prefix,2,False
2522,Partition String Into Substrings With Values at Most K,partition-string-into-substrings-with-values-at-most-k,2,False
2430,Maximum Deletions on a String,maximum-deletions-on-a-string,3,False
2429,Minimize XOR,minimize-xor,2,False
2428,Maximum Sum of an Hourglass,maximum-sum-of-an-hourglass,2,False
2427,Number of Common Factors,number-of-common-factors,1,False
2371,Minimize Maximum Value in a Grid,minimize-maximum-value-in-a-grid,3,True
2421,Number of Good Paths,number-of-good-paths,3,False
2420,Find All Good Indices,find-all-good-indices,2,False
2419,Longest Subarray With Maximum Bitwise AND,longest-subarray-with-maximum-bitwise-and,2,False
2418,Sort the People,sort-the-people,1,False
2361,Minimum Costs Using the Train Line,minimum-costs-using-the-train-line,3,True
2412,Minimum Money Required Before Transactions,minimum-money-required-before-transactions,3,False
2411,Smallest Subarrays With Maximum Bitwise OR,smallest-subarrays-with-maximum-bitwise-or,2,False
2410,Maximum Matching of Players With Trainers,maximum-matching-of-players-with-trainers,2,False
2409,Count Days Spent Together,count-days-spent-together,1,False
2416,Sum of Prefix Scores of Strings,sum-of-prefix-scores-of-strings,3,False
2415,Reverse Odd Levels of Binary Tree,reverse-odd-levels-of-binary-tree,2,False
2414,Length of the Longest Alphabetical Continuous Substring,length-of-the-longest-alphabetical-continuous-substring,2,False
2413,Smallest Even Multiple,smallest-even-multiple,1,False
2355,Maximum Number of Books You Can Take,maximum-number-of-books-you-can-take,3,True
2459,Sort Array by Moving Items to Empty Space,sort-array-by-moving-items-to-empty-space,3,True
2406,Divide Intervals Into Minimum Number of Groups,divide-intervals-into-minimum-number-of-groups,2,False
2405,Optimal Partition of String,optimal-partition-of-string,2,False
2404,Most Frequent Even Element,most-frequent-even-element,1,False
2345,Finding the Number of Visible Mountains,finding-the-number-of-visible-mountains,2,True
2365,Task Scheduler II,task-scheduler-ii,2,False
2397,Maximum Rows Covered by Columns,maximum-rows-covered-by-columns,2,False
2396,Strictly Palindromic Number,strictly-palindromic-number,2,False
2395,Find Subarrays With Equal Sum,find-subarrays-with-equal-sum,1,False
2402,Meeting Rooms III,meeting-rooms-iii,3,False
2401,Longest Nice Subarray,longest-nice-subarray,2,False
2400,Number of Ways to Reach a Position After Exactly k Steps,number-of-ways-to-reach-a-position-after-exactly-k-steps,2,False
2399,Check Distances Between Same Letters,check-distances-between-same-letters,1,False
2384,Largest Palindromic Number,largest-palindromic-number,2,False
2340,Minimum Adjacent Swaps to Make a Valid Array,minimum-adjacent-swaps-to-make-a-valid-array,2,True
2342,Max Sum of a Pair With Equal Sum of Digits,max-sum-of-a-pair-with-equal-sum-of-digits,2,False
2392,Build a Matrix With Conditions,build-a-matrix-with-conditions,3,False
2391,Minimum Amount of Time to Collect Garbage,minimum-amount-of-time-to-collect-garbage,2,False
2390,Removing Stars From a String,removing-stars-from-a-string,2,False
2389,Longest Subsequence With Limited Sum,longest-subsequence-with-limited-sum,1,False
2330,Valid Palindrome IV,valid-palindrome-iv,2,True
2382,Maximum Segment Sum After Removals,maximum-segment-sum-after-removals,3,False
2381,Shifting Letters II,shifting-letters-ii,2,False
2380,Time Needed to Rearrange a Binary String,time-needed-to-rearrange-a-binary-string,2,False
2379,Minimum Recolors to Get K Consecutive Black Blocks,minimum-recolors-to-get-k-consecutive-black-blocks,1,False
2386,Find the K-Sum of an Array,find-the-k-sum-of-an-array,3,False
2385,Amount of Time for Binary Tree to Be Infected,amount-of-time-for-binary-tree-to-be-infected,2,False
2383,Minimum Hours of Training to Win a Competition,minimum-hours-of-training-to-win-a-competition,1,False
2323,Find Minimum Time to Finish All Jobs II,find-minimum-time-to-finish-all-jobs-ii,2,True
2376,Count Special Integers,count-special-integers,3,False
2375,Construct Smallest Number From DI String,construct-smallest-number-from-di-string,2,False
2374,Node With Highest Edge Score,node-with-highest-edge-score,2,False
2373,Largest Local Values in a Matrix,largest-local-values-in-a-matrix,1,False
2366,Minimum Replacements to Sort the Array,minimum-replacements-to-sort-the-array,3,False
2398,Maximum Number of Robots Within Budget,maximum-number-of-robots-within-budget,3,False
2364,Count Number of Bad Pairs,count-number-of-bad-pairs,2,False
2363,Merge Similar Items,merge-similar-items,1,False
2368,Reachable Nodes With Restrictions,reachable-nodes-with-restrictions,2,False
2370,Longest Ideal Subsequence,longest-ideal-subsequence,2,False
2369,Check if There is a Valid Partition For The Array,check-if-there-is-a-valid-partition-for-the-array,2,False
2367,Number of Arithmetic Triplets,number-of-arithmetic-triplets,1,False
2360,Longest Cycle in a Graph,longest-cycle-in-a-graph,3,False
2359,Find Closest Node to Given Two Nodes,find-closest-node-to-given-two-nodes,2,False
2358,Maximum Number of Groups Entering a Competition,maximum-number-of-groups-entering-a-competition,2,False
2357,Make Array Zero by Subtracting Equal Amounts,make-array-zero-by-subtracting-equal-amounts,1,False
2350,Shortest Impossible Sequence of Rolls,shortest-impossible-sequence-of-rolls,3,False
2349,Design a Number Container System,design-a-number-container-system,2,False
2347,Best Poker Hand,best-poker-hand,1,False
2348,Number of Zero-Filled Subarrays,number-of-zero-filled-subarrays,2,False
2354,Number of Excellent Pairs,number-of-excellent-pairs,3,False
2353,Design a Food Rating System,design-a-food-rating-system,2,False
2352,Equal Row and Column Pairs,equal-row-and-column-pairs,2,False
2351,First Letter to Appear Twice,first-letter-to-appear-twice,1,False
2291,Maximum Profit From Trading Stocks,maximum-profit-from-trading-stocks,2,True
2282,Number of People That Can Be Seen in a Grid,number-of-people-that-can-be-seen-in-a-grid,2,True
2344,Minimum Deletions to Make Array Divisible,minimum-deletions-to-make-array-divisible,3,False
2343,Query Kth Smallest Trimmed Number,query-kth-smallest-trimmed-number,2,False
2341,Maximum Number of Pairs in Array,maximum-number-of-pairs-in-array,1,False
2277,Closest Node to Path in Tree,closest-node-to-path-in-tree,3,True
2334,Subarray With Elements Greater Than Varying Threshold,subarray-with-elements-greater-than-varying-threshold,3,False
2333,Minimum Sum of Squared Difference,minimum-sum-of-squared-difference,2,False
